time,unprocessed_text,processed_text,uri_post,username,label,score
Wed Oct 11 00:53:50 +0000 2023,Nalendro Adil Satyadi salah satu mahasiswa Universitas BSI Kampus Purwokerto yang berhasil lolos dalam Program Magang Studi Independen Bersertifikat (MSIB) Batch 5. Gimana sih keseruan Nalendro dalam mengikuti program MSIB ini? Yuk Tonton videonya sampai habis ;) https://t.co/jmDFvfoGOH,nalendro adil satyadi salah mahasiswa universitas bsi kampus purwokerto hasil lolos program magang studi independen sertifikat msib batch 5 gimana sih seru nalendro ikut program msib yuk tonton video habis httpstcojmdfvfogoh,https://x.com/bsi_jtw/status/1711907929509843437,bsi_jtw,NEUTRAL,0.9994007349014282
Tue Oct 10 15:34:02 +0000 2023,Capee pengen dftr PMM angkatan 4 tp sama kaprodi ga dibolehin Mau dftr MSIB sama kaprodi suruh magang yg udh ditentuin kampus aja Pdhl kampusku udh kampus merdeka tapi kok aku ngrasa ga merdeka ya,capee ken dftr pmm angkat 4 tp kaprodi ga dibolehin dftr msib kaprodi suruh magang yg udh ditentuin kampus aja pdhl kampus udh kampus merdeka ngrasa ga merdeka ya,https://x.com/gretaprana/status/1711767051440972179,gretaprana,NEUTRAL,0.9912036657333374
Tue Oct 10 09:41:15 +0000 2023,Nalendro Adil Satyadi salah satu mahasiswa Universitas BSI Kampus Purwokerto yang berhasil lolos dalam Program Magang Studi Independen Bersertifikat (MSIB) Batch 5. Gimana sih keseruan Nalendro dalam mengikuti program MSIB ini? https://t.co/NVUH04VFR2,nalendro adil satyadi salah mahasiswa universitas bsi kampus purwokerto hasil lolos program magang studi independen sertifikat msib batch 5 gimana sih seru nalendro ikut program msib httpstconvuh04vfr2,https://x.com/bsi_kalimalang/status/1711678269668680048,bsi_kalimalang,NEUTRAL,0.9991008043289185
Tue Oct 10 07:37:39 +0000 2023,Nalendro Adil Satyadi salah satu mahasiswa Universitas BSI Kampus Purwokerto yang berhasil lolos dalam Program Magang Studi Independen Bersertifikat (MSIB) Batch 5. Gimana sih keseruan Nalendro dalam mengikuti program MSIB ini? https://t.co/p72hVqcSXB,nalendro adil satyadi salah mahasiswa universitas bsi kampus purwokerto hasil lolos program magang studi independen sertifikat msib batch 5 gimana sih seru nalendro ikut program msib httpstcop72hvqcsxb,https://x.com/bsi_cilebut/status/1711647164043268363,bsi_cilebut,NEUTRAL,0.9994066953659058
Tue Oct 10 04:22:16 +0000 2023,Kegiatan Monitoring Demplot Bantuan Pengembangan Sekolah Lapang Kelompok Tani Bumi Raya Asri Kelurahan Baamang Barat dan Kegiatan Mahasiswa Magang Pendamping SLPG Program MSIB oleh Kedeputian 3 BRGM. Senin 9 Oktober 2023 @BRGM_Indonesia @MitraGambut https://t.co/DEuZRNnZuG,giat monitoring demplot bantu kembang sekolah lapang kelompok tani bumi raya asri lurah baamang barat giat mahasiswa magang damping slpg program msib deputi 3 brgm senin 9 oktober 2023 brgmindonesia mitragambut httpstcodeuzrnnzug,https://x.com/Felindmhdln/status/1711597995001827809,Felindmhdln,NEUTRAL,0.9995653033256531
Tue Oct 10 02:36:59 +0000 2023,Nalendro Adil Satyadi salah satu mahasiswa Universitas BSI Kampus Purwokerto yang berhasil lolos dalam Program Magang Studi Independen Bersertifikat (MSIB) Batch 5. Gimana sih keseruan Nalendro dalam mengikuti program MSIB ini? https://t.co/1OGeybYl6h,nalendro adil satyadi salah mahasiswa universitas bsi kampus purwokerto hasil lolos program magang studi independen sertifikat msib batch 5 gimana sih seru nalendro ikut program msib httpstco1ogeybyl6h,https://x.com/ubsibekasi/status/1711571498832703643,ubsibekasi,NEUTRAL,0.9991445541381836
Tue Oct 10 02:06:31 +0000 2023,Haloo Ut! Aku berencana mau ngadain mentorring (free kok insyaAllah) buat nanti persiapan teman² yang ingin ikut program magang merdeka (MSIB) kira² berminat kah? Thank you all..,haloo ut rencana ngadain mentorring free insyaallah siap teman program magang merdeka msib kira minat kah thank you all,https://x.com/utfess/status/1711563831351402620,utfess,NEUTRAL,0.999142050743103
Mon Oct 09 22:58:00 +0000 2023,@utfess Setau ak di ut tuh gak ada magang nderr (plis koreksi kalo ak salah). Untuk magang mungkin sendernya bisa nyoba msib mbkm,utfess tau ak ut tuh gak magang nderr plis koreksi kalo ak salah magang sender nyoba msib mbkm,https://x.com/cellstudyacc/status/1711516388844769493,cellstudyacc,NEGATIVE,0.9978587031364441
Mon Oct 09 06:58:27 +0000 2023,Sekarang - desember Masih aktif di MSIB Kemendikbud ada tawaran magang utk Bulan Oktober - January. rencannya mau ku ambil tawaran magangnya. Yay or nay ???,desember aktif msib kemendikbud tawar magang utk oktober january rencannya ku ambil tawar magang yay or nay,https://x.com/DirutPertamin4/status/1711274911543804202,DirutPertamin4,NEUTRAL,0.9997034668922424
Mon Oct 09 05:20:34 +0000 2023,gak pernah nyesel dari awal milih stupen di MSIB dan magang mandiri karena kalo semisalnya gak ikut stupen gak akan tau yang namanya ngerjain projek ini setengah mampus untuk dapetin portofolio semoga semua berkahir indah https://t.co/qbNRCZo913,gak nyesel milih stupen msib magang mandiri kalo gak stupen gak tau nama ngerjain projek mampus dapetin portofolio moga berkahir indah httpstcoqbnrczo913,https://x.com/partoflyfe_/status/1711250278916542917,partoflyfe_,POSITIVE,0.9987621307373047
Sun Oct 08 15:15:58 +0000 2023,Praktek Pembersihan Lahan Tanpa Bakar yang dilaksanakan oleh Mahasiswa Magang Pendamping SLPG Program MSIB di Demplot Kelompok Tani Bumi Raya Asri Kelurahan Baamang Barat. @BRGM_Indonesia @MitraGambut https://t.co/ugnSHPnddP,praktek bersih lahan bakar laksana mahasiswa magang damping slpg program msib demplot kelompok tani bumi raya asri lurah baamang barat brgmindonesia mitragambut httpstcougnshpnddp,https://x.com/Felindmhdln/status/1711037729537224730,Felindmhdln,NEUTRAL,0.9985408782958984
Sat Oct 07 16:14:50 +0000 2023,Yo yo bisa setelah msib magang di big 4,yo yo msib magang big 4,https://x.com/seulalu_eri/status/1710690152778187188,seulalu_eri,NEUTRAL,0.9996508359909058
Sat Oct 07 13:51:55 +0000 2023,@unnesmenfess magang paling cepet semester 5 pake msib tapi gabisa ambil matkul pkl. Kalo mau ambil matkul pkl tuu hrs ada minimal sks (gatau lupa brp),unnesmenfess magang cepet semester 5 pake msib gabisa ambil matkul pkl kalo ambil matkul pkl tuu hrs minimal sks gatau lupa brp,https://x.com/CNNWanderer/status/1710654187426681227,CNNWanderer,NEUTRAL,0.999563992023468
Sat Oct 07 03:33:30 +0000 2023,degdegan nunggu bbh magang msib cair,degdegan nunggu bbh magang msib cair,https://x.com/siodys/status/1710498556984045784,siodys,NEUTRAL,0.9977515339851379
Sat Oct 07 00:57:49 +0000 2023,@anno_name Aku ikut program yg pertukaran mahasiswa mas. Jd ya kuliah aja. Ada yg program MSIB itu baru yg magang..,annoname program yg tukar mahasiswa mas jd ya kuliah aja yg program msib yg magang,https://x.com/unicornnetold/status/1710459380603215914,unicornnetold,NEUTRAL,0.9996321201324463
Sat Oct 07 00:10:49 +0000 2023,5. Sedangkan MSIB merupakan kegiatan yang mirip dengan magang reguler tetap lebih fokus agar mahasiswa dapat mengembang potensi lebih dalam sehingga kegiatannya lebih lama dibandingkan magang reguler. Selain mendapatkan konversi SKS dan sertifikat program MSIB juga mendapat,5 msib giat magang reguler fokus mahasiswa kembang potensi giat banding magang reguler konversi sks sertifikat program msib,https://x.com/prastow/status/1710447551604998441,prastow,NEUTRAL,0.9996694326400757
Sat Oct 07 00:06:18 +0000 2023,3. Nah di sini polemiknya. Penting diketahui bahwa program magang di Kemenkeu tidak dibayar. Lhoo?? Iya karena program magang di Kemenkeu sifatnya reguler bukan program Magang dan Studi Independen Bersertifikat (MSIB). Bagaimana penjelasannya?,3 polemik program magang kemenkeu bayar lhoo iya program magang kemenkeu sifat reguler program magang studi independen sertifikat msib jelas,https://x.com/prastow/status/1710446414810288150,prastow,NEUTRAL,0.9992545247077942
Sat Oct 07 00:02:22 +0000 2023,Program Magang di Kemenkeu rupanya jadi diskusi hangat. Saya sendiri setidaknya sejak 1990-an sudah tahu ada program magang di Kemenkeu dan K/L lain. Ada pula magang MSIB dan magang di perusahaan. Mungkin benar: ojo dibanding-bandingke! Tapi bolehlah saya elaborasi agar terang,program magang kemenkeu diskusi hangat 1990an program magang kemenkeu kl magang msib magang usaha ojo dibandingbandingke elaborasi terang,https://x.com/prastow/status/1710445425277419596,prastow,NEUTRAL,0.9996510744094849
Fri Oct 06 06:25:57 +0000 2023,ut! siapa yang mau join msib tapi dikatain magang itu ga penting sama orang yang gatau apa itu MSIB wkwk aku aku aku haha.,ut join msib dikatain magang ga orang gatau msib wkwk haha,https://x.com/utfess/status/1710179568446050519,utfess,NEUTRAL,0.9119918942451477
Sat Sep 30 02:50:35 +0000 2023,Bingung banget harus ikut MSIB tapi lulus mundur 1 smt atau lulus tepat waktu tapi gak magang Heshhh prodi kentang ,bingung banget msib lulus mundur 1 smt lulus gak magang heshhh prodi kentang,https://x.com/loveyelllowww/status/1707951042720326049,loveyelllowww,NEGATIVE,0.9997745156288147
Fri Sep 29 12:06:37 +0000 2023,[Lika Liku magang di IKN ] Pelaksana/Pengawas Teknis Pembangunan Jalan Sumbu Kebangsaan Sisi Barat Penajam Paser Utara Kalimantan Timur Program MSIB Batch 5 Kementerian PUPR,lika liku magang ikn pelaksanapengawas teknis bangun jalan sumbu bangsa sisi barat najam paser utara kalimantan timur program msib batch 5 menteri pupr,https://x.com/ndnaufalh_/status/1707728585640075695,ndnaufalh_,NEUTRAL,0.9996496438980103
Fri Sep 29 10:58:46 +0000 2023,@collegemenfess cuma seru waktu magang (msib). jadi tim pengembangan aplikasi stunting di kota ku. seru! survey anak stunting kerja sambil karoke ke kantor walikota di kantor rayain ultah dan sempro teman bakar bakar main ke puncak. kalo 'kuliah' flat bgt. bahkan sohib ku aja dr kampus lain,collegemenfess seru magang msib tim kembang aplikasi stunting kota ku seru survey anak stunting kerja karoke kantor walikota kantor rayain ultah sempro teman bakar bakar main puncak kalo kuliah flat bgt sohib ku aja dr kampus,https://x.com/pengasuhpinguin/status/1707711511349879275,pengasuhpinguin,POSITIVE,0.9874252676963806
Thu Sep 28 12:20:16 +0000 2023,@collegemenfess kalo ikut magang msib masih bisa nder jatah mahasiswa buat ikutan mbkm (msib iisma pmm etc) itu dua kali,collegemenfess kalo magang msib nder jatah mahasiswa ikut mbkm msib iisma pmm etc kali,https://x.com/bluenaheim/status/1707369634196812107,bluenaheim,NEUTRAL,0.9992437362670898
Thu Sep 28 03:33:09 +0000 2023,@YUPIEN_FESS Di prodiku kalo semisal ikut msib dan ngekonversi magang reguler itu sidangnya cuma buat msib aja tp balik lagi sih tergantung kebijakan prodi mu gmn soalnya beda2,yupienfess prodiku kalo msib ngekonversi magang reguler sidang msib aja tp sih gantung bijak prodi mu gmn beda2,https://x.com/sfsbears/status/1707236981527425191,sfsbears,NEGATIVE,0.9965080618858337
Thu Sep 28 02:50:12 +0000 2023,@YUPIEN_FESS Halo aku msib gak selinier juga kok kalo sidang magang santai. Siapin pptnya terus jelasin hubungan kegiatan msibnya sama konversi matkul. Itu aja sih kalau aku dulu sama siapin berkas konversi kalo konversi kkn juga ,yupienfess halo msib gak linier kalo sidang magang santai siapin pptnya jelasin hubung giat msibnya konversi matkul aja sih siapin berkas konversi kalo konversi kkn,https://x.com/Baerene_u/status/1707226168821518397,Baerene_u,NEGATIVE,0.6690353155136108
Wed Sep 27 14:44:55 +0000 2023,@YUPIEN_FESS Kayaknya msib/SI/magang mandiri gbs dikonversi ke nilai kkn (masalah kemaren) solusinya disuruh bikin kegiatan pengabdian masyarakat biar bs dpt kkn (konsulny sm koor mbkm prodi). cmiiw nder itu yg ak pahami dr situ. Tanya lngsng aja nder ke koor mbkm prodi,yupienfess kayak msibsimagang mandiri gbs konversi nilai kkn kemaren solusi suruh bikin giat abdi masyarakat biar bs dpt kkn konsulny sm koor mbkm prodi cmiiw nder yg ak paham dr situ lngsng aja nder koor mbkm prodi,https://x.com/avocado_milo/status/1707043648368759090,avocado_milo,NEGATIVE,0.9997521042823792
Wed Sep 27 08:38:37 +0000 2023,@YUPIEN_FESS Magang reguler (2 sks) &amp; msib sama2 ada sidangnya / ujian lisannya,yupienfess magang reguler 2 sks amp msib sama2 sidang uji lisan,https://x.com/auliexy/status/1706951466794242507,auliexy,NEUTRAL,0.9997005462646484
Wed Sep 27 08:14:59 +0000 2023,kak info dong terkait magang yg 2 sks itu gmn ya teknisnya? trs sama sidang magang juga kaya msib?? -upnsby https://t.co/2rf9b1x2Un,kak info kait magang yg 2 sks gmn ya teknis trs sidang magang kaya msib upnsby httpstco2rf9b1x2un,https://x.com/YUPIEN_FESS/status/1706945518977572942,YUPIEN_FESS,NEUTRAL,0.9996365308761597
Wed Sep 27 06:16:51 +0000 2023,@collegemenfess Lebih ke pilihanmu aja sih. Kalo emang pengen MSIB daftar aja di magang dan stupen karena stupen chancenya lebih gede dan lebih gampang dapetnya menurutku jadi bisa lolos dan kamu gak harus ikut kkn itu. Tapi kalo kamu gak siap ambil resiko yaudah ikut KKN periode 1.,collegemenfess pilih aja sih kalo emang ken msib daftar aja magang stupen stupen chancenya gede gampang dapetnya turut lolos gak kkn kalo gak ambil resiko yaudah kkn periode 1,https://x.com/keetahui/status/1706915789360746534,keetahui,NEGATIVE,0.9993636012077332
Tue Sep 26 08:49:15 +0000 2023,Kantor Pertanahan Kota Denpasar menerima 4 (empat) mahasiswa Program Magang dan Studi Independen Bersertipikat (MSIB) yang akan melaksanakan magang di Kantor Pertanahan Kota Denpasar mulai tanggal 26 September 2023 s.d. 31 Desember 2023. https://t.co/vKHoBIb0lP,kantor tanah kota denpasar terima 4 mahasiswa program magang studi independen bersertipikat msib laksana magang kantor tanah kota denpasar tanggal 26 september 2023 sd 31 desember 2023 httpstcovkhobib0lp,https://x.com/kantahdenpasar/status/1706591754726830366,kantahdenpasar,NEUTRAL,0.9996538162231445
Tue Sep 26 05:53:41 +0000 2023,Only mhasiswa msib batch 4 upn pride yg merasakan riweuhnya ngisi logbook univ mana hrs konversi jpg ke pdf fotonya. Belom lagi dosen pembimbingnya yg ga acc acc jd gbisa isi logbook dr awal. Dann g lupa info yg sudah sgt amat kasepp krn baru dikasih tau pas pertengahan magang. https://t.co/1KRkgm8xWs,only mhasiswa msib batch 4 upn pride yg rasa riweuhnya ngisi logbook univ hrs konversi jpg pdf foto bom dosen bimbing yg ga acc acc jd gbisa isi logbook dr dann g lupa info yg sgt kasepp krn kasih tau pas tengah magang httpstco1krkgm8xws,https://x.com/manispollll/status/1706547571739816121,manispollll,NEUTRAL,0.9996604919433594
Tue Sep 26 03:01:46 +0000 2023,Siapa lagi yang mau dibuatin CV ATS Friendly? Buat magang MSIB misalnya? B.Indo/Inggris Grammar (no google translate) krn aku sarjana Pend. B. Inggris CVku lolos di 4 perusahaan utk magang Copywriting supaya CVnya lebih menjual WA klik di bio #zonauang #jokicv https://t.co/H4PfAl4XJa,dibuatin cv ats friendly magang msib bindoinggris grammar no google translate krn sarjana pend b inggris cvku lolos 4 usaha utk magang copywriting cvnya jual wa klik bio zonauang jokicv httpstcoh4pfal4xja,https://x.com/bisabantuinkamu/status/1706504303970836525,bisabantuinkamu,NEUTRAL,0.9996782541275024
Tue Sep 26 00:45:07 +0000 2023,Agustus 2023 mungkin akan jadi final Chepter aku selama perjalanan di tahun ini akhirnya aku berani ambil keputusan ikut msib di saat temen temen ku ambil riset untuk skripsinya aku magang di ujung pulau Jawa tepatnya di Banyuwangi tanpa pulang sampe desember,agustus 2023 final chepter jalan berani ambil putus msib temen temen ku ambil riset skripsi magang ujung pulau jawa tepat banyuwangi pulang sampe desember,https://x.com/Gajelasemgg__/status/1706469915849588814,Gajelasemgg__,NEUTRAL,0.9992806315422058
Mon Sep 25 10:42:21 +0000 2023,@ardi_tama1 @wsdsinapi ok aku kira bbh msib kampus merdeka ternyata bbh buat magang dokter maap pak dokter wkwk,arditama1 wsdsinapi ok bbh msib kampus merdeka bbh magang dokter maap dokter wkwk,https://x.com/siftiuk/status/1706257828820971961,siftiuk,NEUTRAL,0.9996215105056763
Mon Sep 25 09:18:20 +0000 2023,@YUPIEN_FESS Kalo magang kayak mitra atau msib gak bisa masuk poin skpm??,yupienfess kalo magang kayak mitra msib gak masuk poin skpm,https://x.com/Humbahuwala1/status/1706236684734758997,Humbahuwala1,NEUTRAL,0.9895493984222412
Mon Sep 25 04:53:20 +0000 2023,@mazzycults peminat kkn makin dikit wkwk soalnya banyak yg milih mbkm/msib dan konversi kkn drpd ikut kkn-t. konversi kkn tinggal copas-copas dr laporan magang ya pasti milih magang aja drpd kkn apalagi kkn ga konversi magang,mazzycults minat kkn dikit wkwk yg milih mbkmmsib konversi kkn drpd kknt konversi kkn tinggal copascopas dr lapor magang ya milih magang aja drpd kkn kkn ga konversi magang,https://x.com/cryeals/status/1706169995695431751,cryeals,NEUTRAL,0.9598950147628784
Sun Sep 17 08:20:32 +0000 2023,@collegemenfess Halooo maaf izin nimbrung drop kuesioner yaa kalau mau barter boleh. Kriteria: sedang/pernah magang kampus merdeka (MSIB) https://t.co/xsRm6FQkJt,collegemenfess halooo maaf izin nimbrung drop kuesioner yaa barter kriteria sedangpernah magang kampus merdeka msib httpstcoxsrm6fqkjt,https://x.com/onmywaytonl/status/1703323034285973869,onmywaytonl,NEUTRAL,0.9996774196624756
Sun Sep 17 08:20:16 +0000 2023,@collegemenfess Halooo maaf izin nimbrung drop kuesioner yaa kalau mau barer boleh. Kriteria: sedang/pernah magang kampus merdeka (MSIB) https://t.co/xsRm6FQkJt,collegemenfess halooo maaf izin nimbrung drop kuesioner yaa barer kriteria sedangpernah magang kampus merdeka msib httpstcoxsrm6fqkjt,https://x.com/onmywaytonl/status/1703322967411966207,onmywaytonl,NEUTRAL,0.9996685981750488
Sun Sep 17 06:40:32 +0000 2023,koorprodi nyari lagi dan kondisi temen udah pada lolos msib ya saya sendirian belum ada kepastian sampe akhirnya kampus ada program magang mitra btw ini diinfo hari jumat sore dan harus dikumpulin terakhir sabtu malemnya,koorprodi nyari kondisi temen udah lolos msib ya pasti sampe kampus program magang mitra btw info jumat sore dikumpulin sabtu malemnya,https://x.com/beprettylikeyou/status/1703297869346906359,beprettylikeyou,NEUTRAL,0.9995469450950623
Sun Sep 17 06:40:31 +0000 2023,ahahaa gua sekarang smt 5 dulu mikir oh mungkin yaa susah kek smt biasanya gataunya otw smt 5 Laa ilaaha illa Allah astaghfirullahaladzim takbir takbir daftar msib digantung dan ga lolos muter muter kota buat nyari magang mandiri udah dapet tempat magang malah ga di acc,ahahaa gua smt 5 mikir oh yaa susah kek smt gataunya otw smt 5 laa ilaaha illa allah astaghfirullahaladzim takbir takbir daftar msib gantung ga lolos muter muter kota nyari magang mandiri udah dapet magang ga acc,https://x.com/beprettylikeyou/status/1703297863420399994,beprettylikeyou,NEGATIVE,0.9997346997261047
Sun Sep 17 03:02:36 +0000 2023,@collegemenfess Semester 5 ini berattt magang msib dari jam 7.30 sampe jam 16.30 langsung ke kampus buat kelas malem matkul wajib yg gabisa di konversi. Aku kuliah + magang ini senin sampai jum'at masih ikut event2 organisasi kadang rapat organisasi habis kelas malem jam 8 ,collegemenfess semester 5 berattt magang msib jam 730 sampe jam 1630 langsung kampus kelas malem matkul wajib yg gabisa konversi kuliah magang senin jumat event2 organisasi kadang rapat organisasi habis kelas malem jam 8,https://x.com/vesselsoften/status/1703243024598433907,vesselsoften,NEUTRAL,0.9030952453613281
Fri Sep 15 13:23:34 +0000 2023,tp gamenyesali selama di kampus ini sih semester 6 was great semester. dalam 1 semester ambil 23 sks ikut magang full-time di jkt slm 3.5 bln ambil msib masih ada praktikum ngerjain proposal TA. dari awal bulan sampe skrng udh banyak pengalaman yg terjadi wkwkw.,tp gamenyesali kampus sih semester 6 was great semester 1 semester ambil 23 sks magang fulltime jkt slm 35 bln ambil msib praktikum ngerjain proposal ta sampe skrng udh alam yg wkwkw,https://x.com/sirotaki2/status/1702674521868919112,sirotaki2,NEGATIVE,0.9501861333847046
Fri Sep 15 11:08:31 +0000 2023,Direktorat Jenderal PPTR Kementerian ATR/BPN telah mengadakan Pembukaan Pelaksanaan Program Magang dan Studi Independen Bersertifikat (MSIB) The Land Utilisation Control Internship for Inclusive Rural and Urban (THRIVE) 2023 secara daring pada Jumat (1/9/2023). https://t.co/kJfoyaLbaE,direktorat jenderal pptr menteri atrbpn ada buka laksana program magang studi independen sertifikat msib the land utilisation control internship for inclusive rural and urban thrive 2023 daring jumat 192023 httpstcokjfoyalbae,https://x.com/kantahpalopo/status/1702640532479181148,kantahpalopo,NEUTRAL,0.9996962547302246
Fri Sep 15 04:46:26 +0000 2023,#SobatPPTR Ditjen PPTR telah mengadakan Pembukaan Program MSIB bertajuk THRIVE 2023 pada Jumat (1/9/2023) secara daring. Kegiatan ini bertujuan untuk menyambut para mahasiswa yang akan melakukan magang di Ditjen PPTR. Selengkapnya: https://t.co/xzZPfayL18 #PPTR #KampusMerdeka https://t.co/jCA6xm9MSw,sobatpptr ditjen pptr ada buka program msib tajuk thrive 2023 jumat 192023 daring giat tuju sambut mahasiswa magang ditjen pptr lengkap httpstcoxzzpfayl18 pptr kampusmerdeka httpstcojca6xm9msw,https://x.com/ditjenpptr/status/1702544379989430340,ditjenpptr,NEUTRAL,0.9992651343345642
Fri Sep 15 04:31:54 +0000 2023,lwt wirobrajan ktmu anak anak msib yg magang di inastek jd iri ga keterima,lwt wirobrajan ktmu anak anak msib yg magang inastek jd iri ga terima,https://x.com/ceweariesss/status/1702540722916966862,ceweariesss,NEUTRAL,0.8512821197509766
Fri Sep 15 00:32:59 +0000 2023,Kiat Sukses Magang dan Studi Independen Bersertifikat (MSIB) ala Kimberley Adonia Gunawan - https://t.co/IoEpmQjOZG,kiat sukses magang studi independen sertifikat msib ala kimberley adonia gunawan httpstcoioepmqjozg,https://x.com/kalderanews/status/1702480597783036223,kalderanews,NEUTRAL,0.9996353387832642
Thu Sep 14 16:36:08 +0000 2023,@DEANXIIME kmu msib?,deanxiime kmu msib,https://x.com/flaviusxz/status/1702360592571572321,flaviusxz,NEGATIVE,0.9317152500152588
Thu Sep 14 10:45:23 +0000 2023,dispatch ga buka magang msib kah? jadi tiap enhypen konser sy yang liput bleh?,dispatch ga buka magang msib kah enhypen konser sy liput bleh,https://x.com/uwonandonly/status/1702272324773552230,uwonandonly,NEUTRAL,0.9995988011360168
Thu Sep 14 06:50:17 +0000 2023,Kiat Sukses Magang dan Studi Independen Bersertifikat (MSIB) ala Kimberley Adonia Gunawan ...- https://t.co/IoEpmQjOZG,kiat sukses magang studi independen sertifikat msib ala kimberley adonia gunawan httpstcoioepmqjozg,https://x.com/kalderanews/status/1702213159971696807,kalderanews,NEUTRAL,0.9996353387832642
Tue Sep 12 15:22:51 +0000 2023,Praktek pembuatan F1 embio bersama Kader terampil SLPG dari Poktan Sumber Makmur Kelurahan Bukit Tunggal dan mahasiswa magang pendamping SLPG Program MSIB @BRGM_Indonesia https://t.co/SxcRNchzpc,praktek buat f1 embio kader terampil slpg poktan sumber makmur lurah bukit tunggal mahasiswa magang damping slpg program msib brgmindonesia httpstcosxcrnchzpc,https://x.com/OnnaYandeng/status/1701617375727268221,OnnaYandeng,NEUTRAL,0.9991986155509949
Tue Sep 12 14:07:50 +0000 2023,@collegemenfess Magang nder. Di Departemenku ada program yg mau magang (bukan msib) sama dosennya bakalan dicariin tempat yg selinier sama jurusan sampai dapet. Terus 1 bulan dapet 800k yg tempatnya se dom sama kampus kalau luar dom 1500k Sama jadi asprak mayan tiap 1x pertemuan dapet 150k,collegemenfess magang nder departemen program yg magang msib dosen dicariin yg linier jurus dapet 1 dapet 800k yg tempat dom kampus dom 1500k asprak mayan 1x temu dapet 150k,https://x.com/ttaejuss/status/1701598498511269906,ttaejuss,NEUTRAL,0.998156726360321
Tue Sep 12 10:53:33 +0000 2023,@UNYmfs biasanya kalo magang mandiri unpaid di msib baru digajii,unymfs kalo magang mandiri unpaid msib gaji,https://x.com/icebearrr__/status/1701549602883993707,icebearrr__,NEUTRAL,0.9963536262512207
Mon Sep 11 17:46:29 +0000 2023,Pengen magang lurkot tp kok keluarga bilang dismg dulu aje ya allah nurut lagi yak takut ntar ga direstuin malah gagal semua pas pilihan msib nanti.. ntar ku coba masukkin satu di jkt bndung jogja sama sby total 4 deh kalo gagal semua trus yg lolos di smg yaudah pasrah aje ,ken magang lurkot tp keluarga bilang dismg aje ya allah nurut yak takut ntar ga direstuin gagal pas pilih msib ntar ku coba masukkin jkt bndung jogja sby total 4 deh kalo gagal trus yg lolos smg yaudah pasrah aje,https://x.com/chicken_curry00/status/1701291133245202750,chicken_curry00,NEGATIVE,0.9998138546943665
Sun Sep 10 07:53:34 +0000 2023,fyi kenapa sidin btkun aku orang mana soalnya aku magang di gibs dannnnnnnn mostly siswa siswi gibs tuh 70% lain asli banjar dan magang nya jua kami kan msib jadi ada yang banjar dan ada non banjar wkwkwkwkw dan disana wajib pakai bindo &amp; englishhhhh,fyi sidin btkun orang magang gibs dannnnnnnn mostly siswa siswi gibs tuh 70 asli banjar magang nya jua msib banjar non banjar wkwkwkwkw sana wajib pakai bindo amp englishhhhh,https://x.com/serebellumn/status/1700779532238934246,serebellumn,NEUTRAL,0.9987795948982239
Sun Sep 10 05:39:39 +0000 2023,@patheutlc @Marshumarrow @tanyakanrl Yap kebanyakan dari mereka yaudah pasrah trus lanjut isi matkul biasa atau nyari magang diluar msib. Yg beruntung yang udah keterima di mitra lain,patheutlc marshumarrow tanyakanrl yap banyak yaudah pasrah trus isi matkul nyari magang luar msib yg untung udah terima mitra,https://x.com/halo_maannn/status/1700745833497669897,halo_maannn,NEUTRAL,0.7992969751358032
Sat Sep 09 00:39:55 +0000 2023,sem 7 dipikiran ud ke arah duit trs makanya klo bs sambil magang aja kuliahnya. testi dr ku dan tmntmnku di sem7 kita mager kuliah akhirnya msib dan alhamdulillah keterima wkwkwk jd ga kuliah 1 sem msk lg lgsg skripsian jd bnr2 bs sambil magang lg,sem 7 pikir ud arah duit trs klo bs magang aja kuliah testi dr ku tmntmnku sem7 mager kuliah msib alhamdulillah terima wkwkwk jd ga kuliah 1 sem msk lg lgsg skripsi jd bnr2 bs magang lg,https://x.com/cacaaiyaa/status/1700308013415018673,cacaaiyaa,NEUTRAL,0.6389044523239136
Fri Sep 08 16:17:49 +0000 2023,anjir gue ikut msib tp kenapa unexpected gini ya. Sebagai intern gue bersyukur dan berusaha banget tp kenapa ya bahkan mentor nya susah bgt bales wa giliran salah minta revisi sampe puyeng #MSIB #MagangMerdeka #MSIBbatch5 #MBKM #magang,anjir gue msib tp unexpected gin ya intern gue syukur usaha banget tp ya mentor nya susah bgt bales wa gilir salah revisi sampe puyeng msib magangmerdeka msibbatch5 mbkm magang,https://x.com/askyfullofthai/status/1700181658388095165,askyfullofthai,NEGATIVE,0.9996851682662964
Fri Sep 08 15:49:35 +0000 2023,Sosialisasi oleh pihak MSIB Batch 5 #Day7 Pihak MSIB memberikan konsep etika di tempat magang yang tentu harus dimiliki oleh para peserta magang.Wah penasaran yaa bestee. Apa saja itu ? #ceritamagang #ProgramBestee #BersamaBerdaya #MemberiMakna #MagangMerdeka #BukanMagangBiasa https://t.co/EKxj3LARKk,sosialisasi msib batch 5 day7 msib konsep etika magang milik serta magangwah penasaran yaa bestee ceritamagang programbestee bersamaberdaya memberimakna magangmerdeka bukanmagangbiasa httpstcoekxj3larkk,https://x.com/IdrusHakimi213/status/1700174552402370760,IdrusHakimi213,NEUTRAL,0.6782788038253784
